Zip	City	State	Latitude	Longitude
62985	Simpson	IL	37.458878	-88.69466
62879	Sailor Springs	IL	38.764802	-88.35875
62367	Plymouth	IL	40.304799	-90.88699
62630	Chesterfield	IL	39.260146	-90.06937
62849	Iuka	IL	38.594744	-88.77464
61016	Cherry Valley	IL	42.222221	-88.9543
62271	Okawville	IL	38.439574	-89.5286
62444	Mode	IL	39.272317	-88.75932
62648	Herrin	IL	37.803216	-89.058643
62628	Chapin	IL	39.770936	-90.39307
60446	Romeoville	IL	41.64273	-88.09934
61332	Leonore	IL	41.190024	-88.98238
60047	Lake Zurich	IL	42.199957	-88.05859
62250	Hoffman	IL	38.540238	-89.26294
61489	Williamsfield	IL	40.929497	-90.01888
62805	Akin	IL	37.994296	-88.941665
60005	Arlington Heights	IL	42.069327	-87.98464
60073	Round Lake	IL	42.366253	-88.09647
61051	Milledgeville	IL	41.965904	-89.75896
61368	Tiskilwa	IL	41.279825	-89.50492
61913	Atwood	IL	39.809929	-88.45309
60180	Union	IL	42.229437	-88.52606
61063	Pecatonica	IL	42.307665	-89.34453
62652	Milton	IL	39.564228	-90.651349
62537	Harristown	IL	39.867151	-89.11324
61064	Polo	IL	41.989386	-89.59084
62246	Greenville	IL	38.889355	-89.40987
62830	Dix	IL	38.441538	-88.96888
60630	Chicago	IL	41.971044	-87.75869
60967	Stockland	IL	40.613942	-87.59259
61030	Forreston	IL	42.119619	-89.58242
61640	Peoria	IL	40.785653	-89.617657
60687	Chicago	IL	41.811929	-87.68732
62051	Irving	IL	39.205747	-89.40909
60506	Aurora	IL	41.766029	-88.35254
60669	Chicago	IL	41.811929	-87.68732
62946	Harrisburg	IL	37.725834	-88.54208
61929	Hammond	IL	39.806718	-88.6087
62359	Paloma	IL	40.028595	-91.21286
62988	Tamms	IL	37.240381	-89.28271
62534	Findlay	IL	39.529092	-88.7821
60952	Melvin	IL	40.562833	-88.25053
60707	Elmwood Park	IL	41.922681	-87.80805
60128	Carol Stream	IL	41.839679	-88.088716
60706	Harwood Heights	IL	41.96418	-87.81686
62875	Patoka	IL	38.751756	-89.09581
62045	Hamburg	IL	39.236358	-90.71359
60095	Palatine	IL	41.811929	-87.68732
62023	Eagarville	IL	39.110422	-89.78428
60441	Lockport	IL	41.598235	-88.02753
60462	Orland Park	IL	41.623532	-87.83542
61725	Carlock	IL	40.600045	-89.13627
62026	Edwardsville	IL	38.733748	-89.94305
62533	Farmersville	IL	39.442669	-89.64068
60463	Palos Heights	IL	41.663548	-87.79148
62558	Pawnee	IL	39.580159	-89.54402
62633	Easton	IL	40.214759	-89.87721
60208	Evanston	IL	42.058629	-87.684506
60513	Brookfield	IL	41.822681	-87.84753
60673	Chicago	IL	41.811929	-87.68732
61571	Washington	IL	40.701037	-89.44294
61932	Hume	IL	39.797661	-87.87017
60655	Chicago	IL	41.696283	-87.69912
61114	Rockford	IL	42.306666	-89.00839
61274	Osco	IL	41.372408	-90.27031
62316	Bowen	IL	40.232385	-91.05746
60421	Elwood	IL	41.429681	-88.10284
61079	Shirland	IL	42.325364	-89.170527
62345	Kinderhook	IL	39.700245	-91.14564
61955	Vermilion	IL	39.679882	-87.750216
62283	Shattuc	IL	38.647775	-89.20166
62565	Shelbyville	IL	39.409126	-88.80153
62889	Texico	IL	38.455562	-88.8232
62517	Bulpitt	IL	39.591537	-89.42755
62660	Literberry	IL	39.858933	-90.200747
62899	Xenia	IL	38.661358	-88.64744
61817	Catlin	IL	40.059068	-87.70376
60170	Plato Center	IL	42.025776	-88.425931
60111	Clare	IL	41.998231	-88.84223
60641	Chicago	IL	41.946431	-87.74576
62356	New Canton	IL	39.599949	-91.09115
62933	Energy	IL	37.774517	-89.02583
61031	Franklin Grove	IL	41.84036	-89.31176
61265	Moline	IL	41.490333	-90.50006
61641	Peoria	IL	40.640002	-89.651987
62254	Lebanon	IL	38.601648	-89.81317
62295	Valmeyer	IL	38.299904	-90.30833
62428	Greenup	IL	39.25287	-88.13528
61755	Mackinaw	IL	40.533634	-89.34345
62418	Brownstown	IL	39.018987	-88.96134
62995	Vienna	IL	37.422815	-88.88016
60106	Bensenville	IL	41.956479	-87.95117
62288	Steeleville	IL	38.002188	-89.66723
60093	Winnetka	IL	42.104127	-87.75016
60679	Chicago	IL	41.811929	-87.68732
61236	Barstow	IL	41.518317	-90.35597
61371	Triumph	IL	41.499089	-89.021881
61637	Peoria	IL	40.702487	-89.589797
61367	Sublette	IL	41.638122	-89.26889
61864	Philo	IL	39.989282	-88.15174
61322	Depue	IL	41.321814	-89.3086
60173	Schaumburg	IL	42.051927	-88.04814
61656	Peoria	IL	40.744179	-89.718401
62234	Collinsville	IL	38.679282	-89.99407
62884	Sesser	IL	38.085829	-89.04697
60098	Woodstock	IL	42.316121	-88.43884
62976	Pulaski	IL	37.214012	-89.21039
60626	Chicago	IL	42.009731	-87.66938
62054	Kane	IL	39.192501	-90.34541
60643	Chicago	IL	41.696433	-87.65993
61863	Pesotum	IL	39.907919	-88.27977
62831	Du Bois	IL	38.22669	-89.20884
60454	Oak Lawn	IL	41.811929	-87.68732
61791	Bloomington	IL	40.519236	-88.864303
62922	Creal Springs	IL	37.613705	-88.83922
61434	Galva	IL	41.172197	-90.03901
61532	Forest City	IL	40.35756	-89.82389
61875	Seymour	IL	40.107548	-88.42487
60456	Hometown	IL	41.730533	-87.73198
61752	Le Roy	IL	40.345004	-88.75786
62362	Perry	IL	39.781349	-90.74617
62423	Dennison	IL	39.452478	-87.57092
62764	Springfield	IL	39.749457	-89.606017
60656	Chicago	IL	41.97508	-87.8163
62318	Burnside	IL	40.513153	-91.12851
60177	South Elgin	IL	41.99215	-88.30609
60464	Palos Park	IL	41.664582	-87.84378
61602	Peoria	IL	40.677987	-89.60864
60130	Forest Park	IL	41.871331	-87.81235
62473	Watson	IL	39.012089	-88.56383
61847	Gifford	IL	40.310063	-88.01922
61011	Caledonia	IL	42.376423	-88.9325
62519	Cornland	IL	39.936817	-89.40159
62555	Owaneco	IL	39.476356	-89.21607
62642	Greenview	IL	40.087711	-89.72066
61526	Edelstein	IL	40.936244	-89.62
62962	Miller City	IL	37.097546	-89.33547
62216	Aviston	IL	38.607817	-89.60516
60693	Chicago	IL	42.096428	-87.71791
60953	Milford	IL	40.624025	-87.69618
61550	Morton	IL	40.613788	-89.46031
62085	Sawyerville	IL	39.078047	-89.80626
62993	Unity	IL	37.150263	-89.27351
60429	Hazel Crest	IL	41.574034	-87.67857
61612	Peoria	IL	40.744179	-89.718401
60481	Wilmington	IL	41.298186	-88.1464
62910	Brookport	IL	37.140282	-88.58186
60448	Mokena	IL	41.536782	-87.88582
62888	Tamaroa	IL	38.127516	-89.22926
60950	Manteno	IL	41.250408	-87.85125
62071	National Stock Yards	IL	38.6516	-90.163909
60199	Carol Stream	IL	41.839679	-88.088716
60079	Waukegan	IL	42.322814	-87.610053
60561	Darien	IL	41.745623	-87.98108
61534	Green Valley	IL	40.40943	-89.65687
62214	Addieville	IL	38.377193	-89.55998
60022	Glencoe	IL	42.130976	-87.76252
60034	Hebron	IL	42.468318	-88.43125
61057	Nachusa	IL	41.830896	-89.39613
62883	Scheller	IL	38.164136	-89.11908
60104	Bellwood	IL	41.882924	-87.87642
60176	Schiller Park	IL	41.95683	-87.87193
61790	Normal	IL	40.51032	-88.99803
62833	Ellery	IL	38.361654	-88.16484
60112	Cortland	IL	41.921121	-88.6899
60436	Joliet	IL	41.50798	-88.10553
60437	Kinsman	IL	41.168761	-88.55792
61028	Elizabeth	IL	42.298773	-90.17778
61089	Winslow	IL	42.475078	-89.81607
62629	Chatham	IL	39.676558	-89.69902
60144	Kaneville	IL	41.936977	-88.420178
60409	Calumet City	IL	41.614188	-87.54638
62949	Hurst	IL	37.835684	-89.14346
62446	Mount Erie	IL	38.48679	-88.21636
61065	Poplar Grove	IL	42.364394	-88.84665
62572	Waggoner	IL	39.370091	-89.67132
60804	Cicero	IL	41.844382	-87.7599
61201	Rock Island	IL	41.4903	-90.56956
60636	Chicago	IL	41.776633	-87.66854
60657	Chicago	IL	41.940832	-87.65852
61501	Astoria	IL	40.234249	-90.32941
61576	Richland	IL	40.928331	-89.348163
62433	Hutsonville	IL	39.113033	-87.67563
61634	Peoria	IL	40.689637	-89.592597
62612	Ashland	IL	39.891861	-90.03125
61067	Ridott	IL	42.298218	-89.47652
61006	Ashton	IL	41.865034	-89.21536
61317	Cherry	IL	41.4276	-89.21243
60175	Saint Charles	IL	41.944577	-88.38326
60523	Oak Brook	IL	41.837716	-87.96041
60618	Chicago	IL	41.945681	-87.7048
60677	Chicago	IL	41.811929	-87.68732
60963	Rossville	IL	40.372447	-87.6603
62249	Highland	IL	38.752017	-89.67478
62863	Mount Carmel	IL	38.415676	-87.81077
60049	Long Grove	IL	42.198674	-88.041875
61013	Cedarville	IL	42.375078	-89.63382
61252	Fulton	IL	41.863049	-90.14524
62535	Forsyth	IL	39.925806	-88.95928
60628	Chicago	IL	41.695434	-87.62255
62809	Barnhill	IL	38.268959	-88.34267
61264	Milan	IL	41.426583	-90.57639
61433	Fiatt	IL	40.449305	-90.161761
62082	Roodhouse	IL	39.481469	-90.33999
62263	Nashville	IL	38.346578	-89.38453
60097	Wonder Lake	IL	42.384504	-88.3495
62982	Rosiclare	IL	37.426076	-88.34815
61439	Henderson	IL	41.02572	-90.35566
62570	Tovey	IL	39.588585	-89.44945
61036	Galena	IL	42.400744	-90.39738
62686	Standard City	IL	39.350726	-89.78689
60608	Chicago	IL	41.850532	-87.6699
60653	Chicago	IL	41.819833	-87.61269
61846	Georgetown	IL	39.97412	-87.63138
60959	Piper City	IL	40.779834	-88.18012
62323	Chambersburg	IL	39.817702	-90.66923
60714	Niles	IL	42.032379	-87.81563
60050	Mchenry	IL	42.348406	-88.24769
61364	Streator	IL	41.129482	-88.83666
62070	Mozier	IL	39.328077	-90.76896
60685	Chicago	IL	41.811929	-87.68732
61454	Lomax	IL	40.685436	-91.05207
62030	Fidelity	IL	39.155608	-90.1649
60614	Chicago	IL	41.922682	-87.65432
61874	Savoy	IL	40.061694	-88.25023
61610	Creve Coeur	IL	40.643846	-89.59908
60973	Wellington	IL	40.543697	-87.66475
62452	Parkersburg	IL	38.588301	-88.03692
62701	Springfield	IL	39.80095	-89.64999
61103	Rockford	IL	42.303365	-89.08246
61704	Bloomington	IL	40.459584	-88.96939
62661	Loami	IL	39.669508	-89.84805
62853	Kell	IL	38.516025	-88.91954
60043	Kenilworth	IL	42.088128	-87.716
60477	Tinley Park	IL	41.5738	-87.80389
61316	Cedar Point	IL	41.261853	-89.12523
62466	Sumner	IL	38.732726	-87.85152
62461	Shumway	IL	39.194021	-88.6656
62261	Modoc	IL	37.988745	-90.00785
62521	Decatur	IL	39.828586	-88.92907
60447	Minooka	IL	41.473553	-88.29167
62912	Buncombe	IL	37.477639	-89.02992
61754	McLean	IL	40.321811	-89.15864
62424	Dieterich	IL	39.01077	-88.428
62721	Springfield	IL	39.749457	-89.606017
61345	Neponset	IL	41.280262	-89.79442
62078	Patterson	IL	39.477337	-90.48002
62278	Red Bud	IL	38.214515	-89.98785
62840	Frankfort Heights	IL	37.994296	-88.941665
60472	Robbins	IL	41.642933	-87.70814
60450	Morris	IL	41.370642	-88.40749
60664	Chicago	IL	41.811929	-87.68732
61438	Good Hope	IL	40.579737	-90.64691
62568	Taylorville	IL	39.548928	-89.29692
62868	Noble	IL	38.696562	-88.23716
60056	Mount Prospect	IL	42.065427	-87.93621
62967	New Burnside	IL	37.582136	-88.76394
62297	Walsh	IL	38.049616	-89.80775
62828	Dahlgren	IL	38.190536	-88.62439
60948	Loda	IL	40.526477	-88.0821
60968	Thawville	IL	40.6756	-88.10761
61849	Homer	IL	40.028716	-87.9576
60932	East Lynn	IL	40.465251	-87.80112
60188	Carol Stream	IL	41.918578	-88.13688
60092	Libertyville	IL	42.322814	-87.610053
60911	Ashkum	IL	40.883641	-87.9667
61458	Maquon	IL	40.776079	-90.1938
61477	Smithfield	IL	40.500643	-90.31576
62394	Equality	IL	37.726738	-88.372434
62834	Emma	IL	37.97622	-88.120182
61878	Thomasboro	IL	40.243692	-88.17296
62281	Saint Jacob	IL	38.706847	-89.77739
62414	Beecher City	IL	39.167788	-88.8255
62901	Carbondale	IL	37.707763	-89.19246
62265	New Baden	IL	38.520285	-89.6807
61440	Industry	IL	40.324365	-90.60351
61931	Humboldt	IL	39.59477	-88.34792
61738	El Paso	IL	40.731662	-89.03978
61475	Sciota	IL	40.581413	-90.7612
62530	Divernon	IL	39.568077	-89.65467
62943	Grantsburg	IL	37.342538	-88.73381
61102	Rockford	IL	42.25517	-89.1297
61523	Chillicothe	IL	40.914377	-89.50654
62076	Ohlman	IL	39.261791	-89.421584
61564	South Pekin	IL	40.49271	-89.65194
61234	Annawan	IL	41.412944	-89.92236
61739	Fairbury	IL	40.741158	-88.51546
61815	Bondville	IL	40.112616	-88.3708
62854	Kinmundy	IL	38.768452	-88.82814
62264	New Athens	IL	38.318253	-89.88852
62756	Springfield	IL	39.749457	-89.606017
61469	Oquawka	IL	40.957929	-90.93608
61858	Oakwood	IL	40.121098	-87.74657
60154	Westchester	IL	41.851257	-87.88351
61764	Pontiac	IL	40.884053	-88.63376
61452	Littleton	IL	40.249363	-90.66845
62552	Oakley	IL	39.869841	-88.81261
62964	Mounds	IL	37.119739	-89.20174
60046	Lake Villa	IL	42.410687	-88.05462
62617	Bath	IL	40.167991	-90.16313
61801	Urbana	IL	40.109647	-88.21246
61956	Villa Grove	IL	39.858506	-88.15018
62410	Allendale	IL	38.528202	-87.72913
61524	Dunfermline	IL	40.490965	-90.03285
62352	Milton	IL	39.563599	-90.64813
62969	Olive Branch	IL	37.159227	-89.34153
61917	Brocton	IL	39.706131	-87.91691
62312	Barry	IL	39.704649	-91.0368
61636	Peoria	IL	40.699937	-89.595147
61912	Ashmore	IL	39.529566	-88.03349
62097	Worden	IL	38.932347	-89.84608
62353	Mount Sterling	IL	39.983824	-90.74134
61349	Ohio	IL	41.543342	-89.44078
61024	Durand	IL	42.436585	-89.30394
61363	Standard	IL	41.25645	-89.17901
62436	Jewett	IL	39.190088	-88.2601
61346	New Bedford	IL	41.513879	-89.71842
61740	Flanagan	IL	40.882858	-88.85739
62203	East Saint Louis	IL	38.598175	-90.07575
60445	Midlothian	IL	41.631683	-87.73309
60002	Antioch	IL	42.46617	-88.09995
62015	Butler	IL	39.212833	-89.55969
61605	Peoria	IL	40.678037	-89.62737
61831	Collison	IL	40.2159	-87.78418
61019	Davis	IL	42.440374	-89.40925
60550	Shabbona	IL	41.769322	-88.86858
61834	Danville	IL	40.175463	-87.6124
62762	Springfield	IL	39.749457	-89.606017
62992	Ullin	IL	37.272477	-89.17123
62207	East Saint Louis	IL	38.59035	-90.13276
62375	Timewell	IL	39.983573	-90.8842
60607	Chicago	IL	41.875882	-87.65114
61046	Lanark	IL	42.111421	-89.82436
62222	Belleville	IL	38.439983	-89.983521
61331	Lee Center	IL	41.747471	-89.27713
62990	Thebes	IL	37.223589	-89.42243
60648	Peotone	IL	41.335445	-87.785286
60659	Chicago	IL	41.991381	-87.70378
60665	Chicago	IL	41.811929	-87.68732
61025	East Dubuque	IL	42.483971	-90.58945
61675	Carlock	IL	40.582108	-89.128871
61723	Atlanta	IL	40.256893	-89.25013
62914	Cairo	IL	37.025325	-89.18974
61813	Bement	IL	39.918042	-88.56139
62952	Jonesboro	IL	37.42084	-89.31217
60077	Skokie	IL	42.033313	-87.75764
60096	Winthrop Harbor	IL	42.48067	-87.83018
60482	Worth	IL	41.688827	-87.79265
62979	Ridgway	IL	37.796784	-88.24393
60598	Aurora	IL	41.839679	-88.088716
62022	Dow	IL	38.997296	-90.3405
62339	Golden	IL	40.112726	-91.02632
60470	Ransom	IL	41.169068	-88.6494
61607	Peoria	IL	40.642049	-89.67147
61073	Roscoe	IL	42.419097	-89.00407
61825	Champaign	IL	40.139946	-88.196102
60055	Palatine	IL	42.097976	-88.014072
62682	San Jose	IL	40.29916	-89.60101
60955	Onarga	IL	40.706634	-87.99624
61951	Sullivan	IL	39.582494	-88.6021
62434	Ingraham	IL	38.835884	-88.33505
60531	Leland	IL	41.620636	-88.78895
60631	Chicago	IL	41.99623	-87.81091
62282	Saint Libory	IL	38.363228	-89.713921
62355	Nebo	IL	39.440654	-90.77809
60566	Naperville	IL	41.839679	-88.088716
60672	Chicago	IL	41.811929	-87.68732
60964	Saint Anne	IL	41.045785	-87.68963
62927	Dowell	IL	37.940448	-89.24091
60010	Barrington	IL	42.160791	-88.15231
61251	Fenton	IL	41.738551	-90.06922
61455	Macomb	IL	40.456986	-90.6681
62013	Brussels	IL	38.968323	-90.58121
62232	Caseyville	IL	38.636749	-90.01763
60402	Berwyn	IL	41.836981	-87.79095
62550	Moweaqua	IL	39.617542	-89.00559
60107	Streamwood	IL	42.023977	-88.17657
60701	Chicago	IL	41.811929	-87.68732
61856	Monticello	IL	40.0334	-88.57375
62477	West Union	IL	39.229885	-87.6664
61372	Troy Grove	IL	41.466102	-89.07794
60148	Lombard	IL	41.875429	-88.01723
60910	Aroma Park	IL	41.078981	-87.80536
61701	Bloomington	IL	40.477286	-88.99592
61313	Blackstone	IL	41.064946	-88.66836
61942	Newman	IL	39.802798	-87.99744
61320	Dalzell	IL	41.350864	-89.17366
60517	Woodridge	IL	41.75253	-88.04864
61080	South Beloit	IL	42.484835	-89.02756
61402	Galesburg	IL	40.932207	-90.214412
62336	Ferris	IL	40.467994	-91.17125
60020	Fox Lake	IL	42.409445	-88.17822
60089	Buffalo Grove	IL	42.167638	-87.96393
60131	Franklin Park	IL	41.93548	-87.87468
60415	Chicago Ridge	IL	41.702482	-87.77869
60570	Hinsdale	IL	41.839679	-88.088716
61061	Oregon	IL	42.00663	-89.33932
62260	Millstadt	IL	38.463718	-90.09831
62343	Hull	IL	39.709855	-91.22914
62761	Springfield	IL	39.852361	-89.541017
62852	Keensburg	IL	38.351613	-87.86464
62907	Ava	IL	37.871546	-89.50721
61126	Rockford	IL	42.325364	-89.170527
60410	Channahon	IL	41.439518	-88.20898
62885	Shobonier	IL	38.859515	-89.054
61047	Leaf River	IL	42.139244	-89.3968
60305	River Forest	IL	41.893031	-87.81718
62556	Palmer	IL	39.465887	-89.39095
62702	Springfield	IL	39.819	-89.64379
60080	Solon Mills	IL	42.442519	-88.276047
62059	Lovejoy	IL	38.6565	-90.16643
61202	Rock Island	IL	41.466752	-90.58714
62858	Louisville	IL	38.806292	-88.48012
61517	Brimfield	IL	40.816162	-89.84131
60406	Blue Island	IL	41.656592	-87.68154
60303	Oak Park	IL	41.811929	-87.68732
61919	Camargo	IL	39.783794	-88.13861
60632	Chicago	IL	41.809299	-87.7105
62241	Ellis Grove	IL	38.011729	-89.89007
60603	Chicago	IL	41.880446	-87.63014
61418	Biggsville	IL	40.854865	-90.85925
62573	Warrensburg	IL	39.940934	-89.06707
62451	Palestine	IL	39.006924	-87.6117
62044	Greenfield	IL	39.362285	-90.22147
62915	Cambria	IL	37.782057	-89.12184
62221	Belleville	IL	38.532311	-89.93996
62380	West Point	IL	40.233504	-91.19727
61567	Topeka	IL	40.340202	-89.90929
62801	Centralia	IL	38.523736	-89.1257
61076	Scioto Mills	IL	42.355422	-89.667939
62716	Springfield	IL	39.848201	-89.536369
60082	Techny	IL	42.116377	-87.812064
62684	Sherman	IL	39.901588	-89.58805
61457	Lee	IL	40.553989	-90.355505
62532	Elwin	IL	39.777583	-88.97972
62916	Campbell Hill	IL	37.933269	-89.55501
60540	Naperville	IL	41.764779	-88.14579
61710	Bloomington	IL	40.477735	-88.954174
60165	Stone Park	IL	41.90158	-87.88046
61570	Washburn	IL	40.920631	-89.29547
60053	Morton Grove	IL	42.041999	-87.78882
60430	Homewood	IL	41.556734	-87.66464
62848	Irvington	IL	38.436236	-89.16184
61451	Laura	IL	40.953365	-89.94259
61735	Dewitt	IL	40.193547	-88.79575
62681	Rushville	IL	40.134957	-90.55222
60933	Elliott	IL	40.465744	-88.26994
61443	Kewanee	IL	41.247536	-89.92848
61709	Bloomington	IL	40.461431	-88.953015
61772	Shirley	IL	40.399689	-89.06088
62948	Herrin	IL	37.804014	-89.02702
62523	Decatur	IL	39.844086	-88.95327
62703	Springfield	IL	39.7715	-89.63612
62298	Waterloo	IL	38.325969	-90.14606
60192	Schaumburg	IL	42.065827	-88.21399
62955	Karbers Ridge	IL	37.500757	-88.238292
61053	Mount Carroll	IL	42.1009	-89.98255
61873	Saint Joseph	IL	40.124202	-88.03401
60560	Yorkville	IL	41.631342	-88.43996
61565	Sparland	IL	41.036199	-89.48336
60060	Mundelein	IL	42.263623	-88.01172
61643	Peoria	IL	40.744179	-89.718401
61773	Sibley	IL	40.584937	-88.38028
62084	Roxana	IL	38.8494	-90.08536
62445	Montrose	IL	39.183055	-88.3404
62822	Christopher	IL	37.973175	-89.05291
62469	Trilla	IL	39.35239	-88.33275
60613	Chicago	IL	41.953256	-87.6629
62808	Ashley	IL	38.319427	-89.19145
62841	Freeman Spur	IL	37.80308	-89.009201
60198	Carol Stream	IL	41.839679	-88.088716
62294	Troy	IL	38.725498	-89.88891
62518	Chestnut	IL	40.05232	-89.18832
60512	Bristol	IL	41.706034	-88.41296
62860	Macedonia	IL	38.041978	-88.73257
62722	Springfield	IL	39.749457	-89.606017
61604	Peoria	IL	40.709237	-89.63633
61811	Alvin	IL	40.293159	-87.61401
61558	Pekin	IL	40.554538	-89.609951
61242	Cordova	IL	41.697188	-90.30177
62704	Springfield	IL	39.7778	-89.67982
60074	Palatine	IL	42.143819	-88.02546
62269	O Fallon	IL	38.589849	-89.91207
60559	Westmont	IL	41.795358	-87.97778
61015	Chana	IL	41.982993	-89.2128
61263	Matherville	IL	41.260255	-90.60587
62040	Granite City	IL	38.720938	-90.11431
62845	Herald	IL	38.073931	-88.142657
62009	Benld	IL	39.092526	-89.8029
61447	Kirkwood	IL	40.867285	-90.75759
60127	Milton	IL	41.878878	-88.134469
60629	Chicago	IL	41.777482	-87.71155
60554	Sugar Grove	IL	41.779939	-88.45183
62003	Medora	IL	39.177478	-90.142329
62280	Rockwood	IL	37.845454	-89.66878
61314	Buda	IL	41.310471	-89.67662
61651	Peoria	IL	40.744179	-89.718401
60083	Wadsworth	IL	42.428187	-87.92935
60150	Malta	IL	41.933061	-88.88293
62963	Mound City	IL	37.08751	-89.16532
62011	Bingham	IL	39.11204	-89.2134
60827	Riverdale	IL	41.649717	-87.63292
62666	Middletown	IL	40.088774	-89.56744
60015	Deerfield	IL	42.169325	-87.86556
60122	Elgin	IL	42.067101	-88.304994
62279	Renault	IL	38.153322	-90.13459
62892	Vernon	IL	38.804938	-89.08366
62720	Springfield	IL	39.749457	-89.606017
62807	Alma	IL	38.735571	-88.91864
62893	Walnut Hill	IL	38.469244	-89.03707
61537	Henry	IL	41.113829	-89.38486
60078	Palatine	IL	41.811929	-87.68732
61008	Belvidere	IL	42.257229	-88.84755
62215	Albers	IL	38.517125	-89.60258
60692	Chicago	IL	41.867532	-87.672553
62859	McLeansboro	IL	38.090004	-88.53431
60040	Highwood	IL	42.205724	-87.81421
60424	Gardner	IL	41.174117	-88.30954
60934	Emington	IL	40.966528	-88.34937
61614	Peoria	IL	40.755343	-89.59799
61424	Camp Grove	IL	41.073398	-89.63015
60917	Buckingham	IL	41.04699	-88.18649
62204	East Saint Louis	IL	38.631383	-90.10008
62867	New Haven	IL	37.914363	-88.12264
62803	Hoyleton	IL	38.460331	-89.30296
61091	Woosung	IL	41.905844	-89.54255
61084	Stillman Valley	IL	42.112207	-89.18633
62953	Joppa	IL	37.20812	-88.84304
61417	Berwick	IL	40.781504	-90.52901
61130	Loves Park	IL	42.325364	-89.170527
61845	Foosland	IL	40.376141	-88.4135
60639	Chicago	IL	41.921431	-87.75415
62443	Mason	IL	38.95232	-88.62883
62471	Vandalia	IL	38.961799	-89.10978
62567	Stonington	IL	39.638951	-89.18982
60209	Evanston	IL	42.04973	-87.679408
62474	Westfield	IL	39.4505	-87.99681
62777	Springfield	IL	39.749457	-89.606017
61257	Hillsdale	IL	41.590161	-90.20392
61449	La Fayette	IL	41.098764	-89.97361
62524	Decatur	IL	39.853981	-88.981511
62984	Shawneetown	IL	37.712847	-88.16553
60670	Chicago	IL	41.811929	-87.68732
61483	Toulon	IL	41.09638	-89.86649
61747	Hopedale	IL	40.422027	-89.42614
60171	River Grove	IL	41.92583	-87.84013
62501	Argenta	IL	39.984292	-88.81584
62890	Thompsonville	IL	37.913984	-88.74922
62905	Alto Pass	IL	37.571235	-89.33462
61337	Malden	IL	41.427282	-89.36622
62310	Adrian	IL	40.416145	-91.205805
62540	Kincaid	IL	39.58755	-89.41265
61639	Peoria	IL	40.709837	-89.563646
62480	Willow Hill	IL	38.994595	-88.00464
62531	Edinburg	IL	39.66363	-89.39224
61729	Congerville	IL	40.619306	-89.22353
60163	Berkeley	IL	41.886794	-87.91052
62481	Yale	IL	39.122158	-88.01982
60601	Chicago	IL	41.886456	-87.62325
62527	Decatur	IL	39.853981	-88.981511
62718	Springfield	IL	39.778044	-89.646555
62624	Browning	IL	40.153557	-90.35255
60114	Addison	IL	41.839679	-88.088716
60505	Aurora	IL	41.756129	-88.29699
61731	Cropsey	IL	40.607615	-88.49
61777	Wapella	IL	40.240627	-88.96635
60542	North Aurora	IL	41.809387	-88.32931
61842	Farmer City	IL	40.251945	-88.65279
60490	Bolingbrook	IL	41.684752	-88.14203
60645	Chicago	IL	42.008956	-87.69634
62627	Chandlerville	IL	40.051603	-90.14057
62664	Mason City	IL	40.200537	-89.70427
62838	Farina	IL	38.857185	-88.7591
60469	Posen	IL	41.628034	-87.68694
62935	Galatia	IL	37.836537	-88.62298
60511	Big Rock	IL	41.75537	-88.54865
61535	Groveland	IL	40.590353	-89.54053
62373	Sutter	IL	40.240004	-91.35197
62561	Riverton	IL	39.85973	-89.52972
60102	Algonquin	IL	42.17315	-88.31849
60419	Dolton	IL	41.626839	-87.59865
60458	Justice	IL	41.746432	-87.83557
61272	New Boston	IL	41.223984	-91.0123
62048	Hartford	IL	38.833898	-90.09533
60014	Crystal Lake	IL	42.226623	-88.33066
60135	Genoa	IL	42.10028	-88.6906
61732	Danvers	IL	40.528515	-89.19057
62019	Donnellson	IL	39.017877	-89.46415
62230	Breese	IL	38.620018	-89.5305
62618	Beardstown	IL	40.005505	-90.42314
61844	Fithian	IL	40.126299	-87.86871
62435	Janesville	IL	39.374287	-88.244487
62844	Grayville	IL	38.257064	-88.00353
61041	Hanover	IL	42.270426	-90.31077
62683	Scottville	IL	39.260862	-89.926068
62270	Dupo	IL	38.227604	-89.650381
62662	Lowder	IL	39.749457	-89.606017
61037	Galt	IL	41.788761	-89.76182
62426	Edgewood	IL	38.913064	-88.66404
62462	Sigel	IL	39.223922	-88.47715
60033	Harvard	IL	42.424338	-88.61431
62028	Elsah	IL	38.958848	-90.35383
60946	Kempton	IL	40.908942	-88.21304
60183	Wasco	IL	41.936977	-88.420178
60417	Crete	IL	41.439034	-87.61173
61361	Sheffield	IL	41.400837	-89.74444
61862	Penfield	IL	40.296282	-87.95553
62818	Browns	IL	38.378706	-87.97291
61027	Eleroy	IL	42.332038	-89.761171
61766	Towanda	IL	40.564323	-88.898663
62037	Grafton	IL	38.985138	-90.44563
62427	Flat Rock	IL	38.869453	-87.66502
61341	Marseilles	IL	41.336202	-88.69727
61876	Sidell	IL	39.907331	-87.82587
62525	Decatur	IL	39.853981	-88.981511
61877	Sidney	IL	40.004053	-88.07693
60071	Richmond	IL	42.464639	-88.3028
60461	Olympia Fields	IL	41.51829	-87.69274
60522	Hinsdale	IL	41.839679	-88.088716
60622	Chicago	IL	41.900332	-87.66927
61333	Long Point	IL	40.990965	-88.88278
62965	Muddy	IL	37.801972	-88.548695
